,Unnamed: 0,user_name,raw_timestamp_part_1,raw_timestamp_part_2,cvtd_timestamp,new_window,num_window,roll_belt,pitch_belt,yaw_belt,total_accel_belt,kurtosis_roll_belt,kurtosis_picth_belt,kurtosis_yaw_belt,skewness_roll_belt,skewness_roll_belt.1,skewness_yaw_belt,max_roll_belt,max_picth_belt,max_yaw_belt,min_roll_belt,min_pitch_belt,min_yaw_belt,amplitude_roll_belt,amplitude_pitch_belt,amplitude_yaw_belt,var_total_accel_belt,avg_roll_belt,stddev_roll_belt,var_roll_belt,avg_pitch_belt,stddev_pitch_belt,var_pitch_belt,avg_yaw_belt,stddev_yaw_belt,var_yaw_belt,gyros_belt_x,gyros_belt_y,gyros_belt_z,accel_belt_x,accel_belt_y,accel_belt_z,magnet_belt_x,magnet_belt_y,magnet_belt_z,roll_arm,pitch_arm,yaw_arm,total_accel_arm,var_accel_arm,avg_roll_arm,stddev_roll_arm,var_roll_arm,avg_pitch_arm,stddev_pitch_arm,var_pitch_arm,avg_yaw_arm,stddev_yaw_arm,var_yaw_arm,gyros_arm_x,gyros_arm_y,gyros_arm_z,accel_arm_x,accel_arm_y,accel_arm_z,magnet_arm_x,magnet_arm_y,magnet_arm_z,kurtosis_roll_arm,kurtosis_picth_arm,kurtosis_yaw_arm,skewness_roll_arm,skewness_pitch_arm,skewness_yaw_arm,max_roll_arm,max_picth_arm,max_yaw_arm,min_roll_arm,min_pitch_arm,min_yaw_arm,amplitude_roll_arm,amplitude_pitch_arm,amplitude_yaw_arm,roll_dumbbell,pitch_dumbbell,yaw_dumbbell,kurtosis_roll_dumbbell,kurtosis_picth_dumbbell,kurtosis_yaw_dumbbell,skewness_roll_dumbbell,skewness_pitch_dumbbell,skewness_yaw_dumbbell,max_roll_dumbbell,max_picth_dumbbell,max_yaw_dumbbell,min_roll_dumbbell,min_pitch_dumbbell,min_yaw_dumbbell,amplitude_roll_dumbbell,amplitude_pitch_dumbbell,amplitude_yaw_dumbbell,total_accel_dumbbell,var_accel_dumbbell,avg_roll_dumbbell,stddev_roll_dumbbell,var_roll_dumbbell,avg_pitch_dumbbell,stddev_pitch_dumbbell,var_pitch_dumbbell,avg_yaw_dumbbell,stddev_yaw_dumbbell,var_yaw_dumbbell,gyros_dumbbell_x,gyros_dumbbell_y,gyros_dumbbell_z,accel_dumbbell_x,accel_dumbbell_y,accel_dumbbell_z,magnet_dumbbell_x,magnet_dumbbell_y,magnet_dumbbell_z,roll_forearm,pitch_forearm,yaw_forearm,kurtosis_roll_forearm,kurtosis_picth_forearm,kurtosis_yaw_forearm,skewness_roll_forearm,skewness_pitch_forearm,skewness_yaw_forearm,max_roll_forearm,max_picth_forearm,max_yaw_forearm,min_roll_forearm,min_pitch_forearm,min_yaw_forearm,amplitude_roll_forearm,amplitude_pitch_forearm,amplitude_yaw_forearm,total_accel_forearm,var_accel_forearm,avg_roll_forearm,stddev_roll_forearm,var_roll_forearm,avg_pitch_forearm,stddev_pitch_forearm,var_pitch_forearm,avg_yaw_forearm,stddev_yaw_forearm,var_yaw_forearm,gyros_forearm_x,gyros_forearm_y,gyros_forearm_z,accel_forearm_x,accel_forearm_y,accel_forearm_z,magnet_forearm_x,magnet_forearm_y,magnet_forearm_z,classe
144,145,carlitos,1323084237,944292,05/12/2011 11:23,no,17,1.22,7.04,-93.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.03,-17,5,22,-4,603,-315,-134.0,14.5,-164.0,34,,,,,,,,,,,0.02,-0.02,-0.03,-286,111,-121,-367,335,510,,,,,,,,,,,,,,,,13.2272917,-70.91576678,-84.40838906,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.03,-0.02,0.0,-237,48,-272,-552,290,-73.0,19.9,-63.6,-144.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.0,-0.02,-0.02,192,204,-213,-6,654.0,462.0,A
145,146,carlitos,1323084237,960322,05/12/2011 11:23,no,17,1.23,7.03,-93.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.03,-19,5,21,-2,604,-313,-134.0,14.5,-164.0,34,,,,,,,,,,,0.02,-0.02,-0.05,-287,111,-122,-367,335,514,,,,,,,,,,,,,,,,13.2272917,-70.91576678,-84.40838906,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.03,-0.02,0.0,-237,48,-272,-552,290,-73.0,19.9,-63.6,-144.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,-0.02,-0.02,193,204,-214,-9,659.0,466.0,A
146,147,carlitos,1323084238,72292,05/12/2011 11:23,no,18,1.21,7.04,-93.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.02,-0.03,-19,3,22,-3,601,-312,-134.0,14.5,-164.0,34,,,,,,,,,,,0.02,0.0,-0.05,-289,111,-123,-367,334,521,,,,,,,,,,,,,,,,13.2272917,-70.91576678,-84.40838906,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.03,-0.02,0.0,-237,48,-272,-552,290,-73.0,19.9,-63.6,-144.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.0,-0.02,-0.05,196,206,-213,-8,655.0,475.0,A
147,148,carlitos,1323084238,168358,05/12/2011 11:23,no,18,1.1,6.98,-93.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.05,-17,3,23,-4,620,-312,-135.0,14.3,-164.0,34,,,,,,,,,,,0.02,-0.02,0.0,-289,110,-124,-369,335,514,,,,,,,,,,,,,,,,13.2272917,-70.91576678,-84.40838906,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.03,-0.02,0.0,-237,48,-272,-552,290,-73.0,19.8,-63.6,-144.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.03,-0.02,-0.02,193,202,-211,-12,653.0,479.0,A
148,149,carlitos,1323084238,180312,05/12/2011 11:23,no,18,1.06,6.97,-93.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.05,-17,3,23,-2,602,-310,-135.0,14.3,-164.0,34,,,,,,,,,,,0.02,-0.02,-0.02,-287,108,-123,-367,330,530,,,,,,,,,,,,,,,,13.2272917,-70.91576678,-84.40838906,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.03,-0.02,0.0,-237,48,-272,-552,290,-73.0,19.8,-63.5,-144.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.03,-0.02,0.02,193,202,-214,-14,653.0,472.0,A
149,150,carlitos,1323084238,196275,05/12/2011 11:23,no,18,1.03,6.96,-93.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.05,-18,4,23,-2,608,-304,-135.0,14.2,-164.0,34,,,,,,,,,,,0.02,-0.02,-0.02,-287,108,-122,-373,335,511,,,,,,,,,,,,,,,,13.2272917,-70.91576678,-84.40838906,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.03,-0.02,0.0,-237,48,-272,-552,290,-73.0,19.8,-63.5,-144.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.03,-0.02,0.0,191,204,-214,-8,657.0,476.0,A
150,151,carlitos,1323084238,212285,05/12/2011 11:23,no,18,0.97,6.98,-93.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,-0.02,-0.05,-18,3,24,1,605,-309,-135.0,14.2,-164.0,34,,,,,,,,,,,0.03,-0.02,-0.02,-286,112,-121,-375,329,519,,,,,,,,,,,,,,,,13.2272917,-70.91576678,-84.40838906,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.03,-0.02,0.0,-237,48,-272,-552,290,-73.0,19.7,-63.5,-144.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,0.0,-0.02,194,204,-215,-7,648.0,472.0,A
151,152,carlitos,1323084238,244325,05/12/2011 11:23,no,18,0.93,7.03,-93.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.0,-0.03,-20,3,25,-4,601,-308,-135.0,14.1,-164.0,34,,,,,,,,,,,0.03,0.0,-0.03,-290,110,-122,-373,333,516,,,,,,,,,,,,,,,,54.35838085,16.23391547,-99.813275,,,,,,,,,,,,,,,,3,,,,,,,,,,,0.8,4.37,-0.44,5,16,-26,-526,351,-103.0,19.5,-63.5,-143.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,0.0,-0.03,194,203,-213,-8,652.0,473.0,A
152,153,carlitos,1323084238,256288,05/12/2011 11:23,no,18,0.92,7.06,-93.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.0,-0.03,-18,3,26,-2,612,-308,-135.0,14.1,-164.0,34,,,,,,,,,,,0.02,-0.02,-0.02,-289,111,-122,-366,334,509,,,,,,,,,,,,,,,,57.07881998,15.95869629,-97.2567224,,,,,,,,,,,,,,,,3,,,,,,,,,,,0.0,0.43,-0.03,5,17,-26,-519,346,-87.0,19.5,-63.5,-143.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,-0.02,-0.02,194,201,-214,-4,647.0,468.0,A
153,154,carlitos,1323084238,312288,05/12/2011 11:23,no,18,0.91,7.08,-93.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.0,-0.03,-18,3,28,-1,606,-295,-135.0,14.0,-165.0,34,,,,,,,,,,,0.02,-0.02,0.0,-286,111,-121,-364,332,512,,,,,,,,,,,,,,,,72.98216077,17.48204333,-81.06189412,,,,,,,,,,,,,,,,4,,,,,,,,,,,-0.02,0.48,-0.03,6,23,-25,-522,351,-98.0,19.5,-63.5,-143.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,0.0,0.0,194,202,-213,-8,648.0,468.0,A
154,155,carlitos,1323084238,388300,05/12/2011 11:23,no,18,0.9,7.08,-93.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.02,-20,3,29,-8,604,-307,-135.0,13.9,-165.0,34,,,,,,,,,,,0.0,-0.02,0.02,-289,112,-120,-362,333,509,,,,,,,,,,,,,,,,100.5474081,31.90242941,-44.92289294,,,,,,,,,,,,,,,,4,,,,,,,,,,,-0.18,0.51,-0.05,13,35,-18,-505,375,-91.0,19.4,-63.4,-143.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,-0.02,0.0,191,205,-214,-7,655.0,463.0,A
155,156,carlitos,1323084238,452283,05/12/2011 11:23,no,18,0.88,7.09,-93.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.05,-17,5,27,-6,615,-305,-135.0,13.9,-165.0,34,,,,,,,,,,,0.0,0.0,0.02,-288,110,-120,-363,328,510,,,,,,,,,,,,,,,,100.5474081,31.90242941,-44.92289294,,,,,,,,,,,,,,,,4,,,,,,,,,,,-0.18,0.51,-0.05,13,35,-18,-505,375,-91.0,19.3,-63.4,-143.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,0.0,-0.03,191,205,-215,-12,656.0,470.0,A
156,157,carlitos,1323084238,488431,05/12/2011 11:23,no,18,0.9,7.08,-93.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,-0.02,-0.03,-18,4,27,-7,608,-303,-135.0,13.9,-165.0,34,,,,,,,,,,,0.0,-0.02,0.02,-286,111,-122,-372,330,515,,,,,,,,,,,,,,,,99.39757848,25.68139174,-50.36214196,,,,,,,,,,,,,,,,4,,,,,,,,,,,-0.21,0.51,-0.08,10,33,-19,-497,384,-86.0,19.2,-63.5,-143.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.0,0.0,-0.03,191,203,-215,-12,655.0,470.0,A
157,158,carlitos,1323084238,580324,05/12/2011 11:23,no,18,0.85,7.07,-93.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.05,-19,3,29,0,606,-304,-135.0,13.8,-165.0,34,,,,,,,,,,,0.02,-0.02,0.02,-287,109,-122,-369,335,515,,,,,,,,,,,,,,,,103.4620508,19.46523119,-49.24857659,,,,,,,,,,,,,,,,5,,,,,,,,,,,-0.22,0.51,-0.15,9,40,-22,-489,392,-73.0,19.0,-63.5,-143.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,-0.02,-0.02,193,204,-214,-6,650.0,475.0,A
158,159,carlitos,1323084238,596284,05/12/2011 11:23,no,18,0.84,7.09,-93.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.02,-0.03,-19,5,28,-4,603,-304,-135.0,13.8,-165.0,34,,,,,,,,,,,0.0,0.0,0.0,-287,109,-122,-372,330,513,,,,,,,,,,,,,,,,101.1974236,17.43114302,-52.4777116,,,,,,,,,,,,,,,,5,,,,,,,,,,,-0.16,0.5,-0.2,9,44,-26,-486,397,-65.0,19.1,-63.5,-143.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,-0.03,0.0,193,204,-212,-13,651.0,472.0,A
159,160,carlitos,1323084238,720394,05/12/2011 11:23,no,18,0.88,7.23,-93.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.0,0.0,-21,4,30,-4,610,-301,-135.0,13.8,-165.0,34,,,,,,,,,,,-0.02,-0.02,0.0,-288,111,-122,-363,338,511,,,,,,,,,,,,,,,,101.1974236,17.43114302,-52.4777116,,,,,,,,,,,,,,,,5,,,,,,,,,,,-0.16,0.5,-0.2,9,44,-26,-486,397,-65.0,19.0,-63.5,-143.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.0,-0.02,-0.02,192,203,-211,-7,655.0,464.0,A
160,161,carlitos,1323084238,800324,05/12/2011 11:23,no,18,0.91,7.26,-93.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.0,0.0,-20,5,29,-2,608,-302,-135.0,13.8,-165.0,34,,,,,,,,,,,-0.02,-0.02,-0.02,-286,110,-122,-367,332,510,,,,,,,,,,,,,,,,105.2744319,22.33063829,-45.8842055,,,,,,,,,,,,,,,,6,,,,,,,,,,,-0.13,0.45,-0.2,13,51,-26,-471,402,-71.0,19.0,-63.5,-143.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,-0.02,-0.02,195,204,-215,-11,654.0,467.0,A
161,162,carlitos,1323084238,856285,05/12/2011 11:23,no,18,0.98,7.3,-93.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.0,-0.02,-21,4,28,0,606,-307,-135.0,13.8,-165.0,34,,,,,,,,,,,-0.02,-0.02,-0.02,-286,109,-123,-370,338,510,,,,,,,,,,,,,,,,117.1941746,23.24646846,-31.79857956,,,,,,,,,,,,,,,,6,,,,,,,,,,,-0.13,0.42,-0.15,14,56,-19,-470,404,-69.0,19.0,-63.4,-143.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,0.0,-0.02,193,202,-213,-7,655.0,471.0,A
162,163,carlitos,1323084238,880336,05/12/2011 11:23,no,18,0.99,7.34,-93.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.0,-0.02,-21,3,28,-6,603,-293,-135.0,13.8,-165.0,34,,,,,,,,,,,-0.02,-0.02,0.0,-287,111,-123,-367,336,518,,,,,,,,,,,,,,,,123.7075443,27.6039401,-18.27130115,,,,,,,,,,,,,,,,6,,,,,,,,,,,-0.14,0.4,-0.11,15,52,-10,-473,415,-68.0,19.0,-63.4,-143.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,-0.03,-0.02,195,203,-216,-16,653.0,466.0,A
163,164,carlitos,1323084238,940363,05/12/2011 11:23,no,18,1.0,7.37,-93.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.0,-0.02,-19,4,28,-1,609,-309,-135.0,13.8,-165.0,34,,,,,,,,,,,-0.02,-0.02,0.0,-287,112,-122,-360,335,512,,,,,,,,,,,,,,,,122.7417762,29.1380372,-17.64712749,,,,,,,,,,,,,,,,6,,,,,,,,,,,-0.14,0.39,-0.11,18,59,-11,-467,421,-71.0,19.0,-63.4,-143.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.0,-0.02,-0.02,189,202,-213,-12,654.0,469.0,A
164,165,carlitos,1323084238,972281,05/12/2011 11:23,yes,18,1.01,7.38,-93.8,4,-2.121212,-1.298590,#DIV/0!,1.044014,0.881390,#DIV/0!,-93.8,4.0,-2.1,-93.8,3.0,-2.1,0.0,1.0,0.0000,0.2,1.0,0.1,0.0,7.1,0.1,0.0,-93.8,0.0,0.0,0.03,0.0,-0.02,-19,2,29,0,612,-303,-135.0,13.8,-165.0,34,0.0278,-134.9444,0.2323,0.054,14.0083,0.2209,0.0488,-164.6389,0.4871,0.2373,0.0,-0.02,0.02,-289,113,-122,-369,339,527,-0.72850,-1.73520,36.00000,0.78130,0.60377,-6.00000,14.5,-164.0,34.0,13.8,-165.0,33.0,0.7,1.0,1.0,118.1,29.6,-24.6,-1.3191,-1.0736,#DIV/0!,-0.8085,0.1003,#DIV/0!,35.2,-17.6,-1.3,-70.9,-99.8,-1.3,106.15,82.17,0.0,6,230.4278,71.65,42.3081,1789.9732,-6.1339,44.0647,1941.7003,-62.3643,23.2769,541.8151,-0.14,0.35,-0.07,18,57,-15,-464,422,-63.0,19.0,-63.4,-143.0,-0.0781,-0.9848,#DIV/0!,-0.0110,-1.0360,#DIV/0!,-63.4,-143.0,-0.1,-63.6,-144.0,-0.1,0.2,1.0,0.00,36,0.0,19.375,0.32282,0.10421,-63.49722,0.06088,0.00371,-143.27778,0.45426,0.20635,0.02,0.0,-0.02,195,205,-213,-10,653.0,475.0,A
165,166,pedro,1323094969,144294,05/12/2011 14:22,no,46,129.0,28.7,1.63,21,,,,,,,,,,,,,,,,,,,,,,,,,,-0.51,-0.03,-0.43,-43,70,-188,13,559,-414,-167.0,-9.76,151.0,25,,,,,,,,,,,-0.05,0.0,-0.11,-215,-76,-87,-432,351,460,,,,,,,,,,,,,,,,-78.49260198,-62.3470018,41.09498819,,,,,,,,,,,,,,,,3,,,,,,,,,,,0.37,-0.16,-0.1,-19,-23,13,499,-562,-155.0,83.5,-1.79,108.0,,,,,,,,,,,,,,,,35,,,,,,,,,,,0.1,-0.03,-0.02,151,234,-198,-139,741.0,636.0,A
166,167,pedro,1323094969,180387,05/12/2011 14:22,no,46,129.0,28.7,1.53,21,,,,,,,,,,,,,,,,,,,,,,,,,,-0.51,-0.03,-0.43,-45,68,-185,14,565,-410,-167.0,-9.75,151.0,25,,,,,,,,,,,-0.05,-0.02,-0.1,-212,-77,-86,-427,355,461,,,,,,,,,,,,,,,,-93.11186058,-36.07828575,50.22203639,,,,,,,,,,,,,,,,3,,,,,,,,,,,0.42,-0.13,-0.03,-11,-25,15,494,-560,-151.0,83.5,-1.76,108.0,,,,,,,,,,,,,,,,35,,,,,,,,,,,0.08,-0.03,-0.05,152,235,-197,-144,747.0,633.0,A
167,168,pedro,1323094969,272376,05/12/2011 14:22,no,46,129.0,28.9,1.07,21,,,,,,,,,,,,,,,,,,,,,,,,,,-0.53,-0.02,-0.46,-42,70,-184,9,555,-393,-168.0,-9.79,150.0,25,,,,,,,,,,,-0.05,-0.03,-0.08,-217,-75,-87,-432,356,454,,,,,,,,,,,,,,,,-101.6058237,-21.97222611,50.00949399,,,,,,,,,,,,,,,,5,,,,,,,,,,,0.61,-0.08,-0.05,-10,-39,22,495,-557,-137.0,83.5,-1.6,108.0,,,,,,,,,,,,,,,,35,,,,,,,,,,,0.08,-0.02,0.0,152,235,-198,-146,744.0,640.0,A
168,169,pedro,1323094969,316285,05/12/2011 14:22,no,46,129.0,28.9,0.95,21,,,,,,,,,,,,,,,,,,,,,,,,,,-0.51,-0.03,-0.48,-44,70,-187,10,566,-412,-168.0,-9.76,150.0,25,,,,,,,,,,,-0.06,-0.05,-0.07,-217,-76,-87,-428,353,450,,,,,,,,,,,,,,,,-76.76639489,-8.179190334,79.64545504,,,,,,,,,,,,,,,,5,,,,,,,,,,,0.66,-0.05,-0.03,-4,-34,35,499,-569,-123.0,83.5,-1.56,108.0,,,,,,,,,,,,,,,,35,,,,,,,,,,,0.03,-0.03,-0.05,147,237,-196,-139,742.0,628.0,A
169,170,pedro,1323094969,316316,05/12/2011 14:22,no,46,129.0,28.9,0.87,21,,,,,,,,,,,,,,,,,,,,,,,,,,-0.51,-0.03,-0.48,-42,68,-188,8,567,-409,-168.0,-9.74,150.0,25,,,,,,,,,,,-0.06,-0.03,-0.05,-217,-77,-86,-426,356,455,,,,,,,,,,,,,,,,-76.87968291,7.732937594,79.60293262,,,,,,,,,,,,,,,,5,,,,,,,,,,,0.71,-0.02,-0.1,4,-36,37,493,-561,-124.0,83.4,-1.53,108.0,,,,,,,,,,,,,,,,35,,,,,,,,,,,0.02,-0.03,-0.08,146,237,-198,-145,749.0,628.0,A
170,171,pedro,1323094969,356283,05/12/2011 14:22,no,46,129.0,28.9,0.78,21,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5,-0.03,-0.46,-41,70,-189,10,560,-401,-168.0,-9.67,150.0,25,,,,,,,,,,,-0.08,-0.05,-0.05,-216,-75,-88,-430,356,450,,,,,,,,,,,,,,,,-63.19692458,37.60114853,80.15875839,,,,,,,,,,,,,,,,6,,,,,,,,,,,0.72,-0.02,-0.15,23,-37,45,497,-567,-113.0,83.3,-1.44,107.0,,,,,,,,,,,,,,,,35,,,,,,,,,,,-0.03,-0.06,-0.11,157,237,-193,-143,750.0,639.0,A
171,172,pedro,1323094969,376317,05/12/2011 14:22,no,46,129.0,28.8,0.56,21,,,,,,,,,,,,,,,,,,,,,,,,,,-0.48,-0.03,-0.46,-44,68,-186,13,559,-402,-169.0,-9.44,149.0,25,,,,,,,,,,,-0.05,-0.03,-0.07,-217,-74,-90,-436,359,452,,,,,,,,,,,,,,,,-35.00783839,19.72604823,116.4709172,,,,,,,,,,,,,,,,8,,,,,,,,,,,0.72,0.02,-0.15,16,-28,75,489,-568,-95.0,83.0,-0.93,107.0,,,,,,,,,,,,,,,,34,,,,,,,,,,,0.1,-0.1,-0.02,154,226,-191,-147,751.0,633.0,A
172,173,pedro,1323094969,444315,05/12/2011 14:22,no,46,129.0,28.8,0.51,21,,,,,,,,,,,,,,,,,,,,,,,,,,-0.47,-0.03,-0.48,-42,69,-186,3,561,-407,-169.0,-9.4,149.0,25,,,,,,,,,,,-0.06,-0.05,-0.11,-216,-77,-88,-428,358,450,,,,,,,,,,,,,,,,-37.8529583,23.62425587,111.8050552,,,,,,,,,,,,,,,,8,,,,,,,,,,,0.74,-0.02,-0.18,19,-30,73,491,-565,-89.0,83.1,-0.82,107.0,,,,,,,,,,,,,,,,35,,,,,,,,,,,0.08,-0.05,-0.02,157,236,-192,-148,751.0,631.0,A
173,174,pedro,1323094969,532299,05/12/2011 14:22,no,46,129.0,28.8,0.5,21,,,,,,,,,,,,,,,,,,,,,,,,,,-0.47,-0.05,-0.48,-41,69,-185,4,568,-402,-169.0,-9.37,149.0,25,,,,,,,,,,,-0.06,-0.03,-0.11,-215,-79,-88,-429,353,469,,,,,,,,,,,,,,,,-35.63049267,18.71240629,116.4377824,,,,,,,,,,,,,,,,9,,,,,,,,,,,0.77,-0.03,-0.28,16,-30,79,485,-569,-85.0,83.1,-0.73,107.0,,,,,,,,,,,,,,,,35,,,,,,,,,,,0.08,-0.08,-0.05,153,235,-193,-153,756.0,638.0,A
174,175,pedro,1323094969,776301,05/12/2011 14:22,no,46,129.0,28.6,0.78,21,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4,-0.05,-0.46,-42,67,-186,4,564,-400,-170.0,-9.28,148.0,25,,,,,,,,,,,-0.05,-0.05,-0.1,-216,-77,-88,-426,355,460,,,,,,,,,,,,,,,,-28.97517014,6.598193217,127.3199636,,,,,,,,,,,,,,,,9,,,,,,,,,,,0.77,-0.13,-0.34,6,-26,87,485,-566,-74.0,82.9,-0.56,107.0,,,,,,,,,,,,,,,,34,,,,,,,,,,,0.08,-0.03,-0.05,153,227,-191,-153,751.0,642.0,A
175,176,pedro,1323094969,800331,05/12/2011 14:22,no,46,129.0,28.5,0.92,21,,,,,,,,,,,,,,,,,,,,,,,,,,-0.42,-0.05,-0.44,-44,68,-184,-2,555,-392,-171.0,-9.28,148.0,25,,,,,,,,,,,-0.05,-0.05,-0.07,-217,-74,-86,-427,358,459,,,,,,,,,,,,,,,,1.322947318,30.91709584,126.1323593,,,,,,,,,,,,,,,,8,,,,,,,,,,,0.9,-0.05,-0.34,23,1,72,484,-563,-70.0,82.8,-0.57,106.0,,,,,,,,,,,,,,,,34,,,,,,,,,,,0.1,0.02,-0.07,152,228,-192,-154,752.0,644.0,A
176,177,pedro,1323094969,812337,05/12/2011 14:22,no,46,129.0,28.5,0.97,21,,,,,,,,,,,,,,,,,,,,,,,,,,-0.45,-0.02,-0.46,-49,70,-185,10,564,-409,-171.0,-9.25,147.0,25,,,,,,,,,,,-0.05,-0.05,-0.05,-215,-77,-86,-427,350,451,,,,,,,,,,,,,,,,-20.03392952,23.57896603,125.8882459,,,,,,,,,,,,,,,,12,,,,,,,,,,,0.72,0.03,-0.02,27,-23,110,478,-578,-53.0,82.8,-0.53,106.0,,,,,,,,,,,,,,,,34,,,,,,,,,,,0.1,-0.06,-0.02,148,226,-195,-151,756.0,642.0,A
177,178,pedro,1323094969,832361,05/12/2011 14:22,no,46,129.0,28.5,0.93,21,,,,,,,,,,,,,,,,,,,,,,,,,,-0.47,-0.03,-0.46,-50,69,-186,7,566,-400,-171.0,-9.24,147.0,25,,,,,,,,,,,-0.05,-0.05,-0.05,-217,-77,-85,-437,349,458,,,,,,,,,,,,,,,,-37.12256309,21.60333891,113.585466,,,,,,,,,,,,,,,,12,,,,,,,,,,,0.69,-0.05,-0.15,26,-44,110,483,-571,-42.0,82.8,-0.53,106.0,,,,,,,,,,,,,,,,34,,,,,,,,,,,0.11,0.0,-0.05,144,225,-197,-153,746.0,646.0,A
178,179,pedro,1323094969,904320,05/12/2011 14:22,no,46,128.0,28.7,0.85,21,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5,-0.05,-0.46,-46,70,-183,1,568,-405,-171.0,-9.23,147.0,25,,,,,,,,,,,-0.05,-0.05,-0.08,-216,-74,-87,-430,353,455,,,,,,,,,,,,,,,,-10.06653219,12.82545526,140.7409482,,,,,,,,,,,,,,,,11,,,,,,,,,,,0.58,0.1,-0.39,14,-11,108,468,-578,-45.0,82.7,-0.67,106.0,,,,,,,,,,,,,,,,34,,,,,,,,,,,0.08,0.05,-0.05,151,223,-196,-150,754.0,650.0,A
179,180,pedro,1323094969,916380,05/12/2011 14:22,no,46,128.0,28.8,0.77,21,,,,,,,,,,,,,,,,,,,,,,,,,,-0.51,-0.03,-0.46,-45,68,-187,-4,564,-400,-172.0,-9.23,147.0,25,,,,,,,,,,,-0.05,-0.05,-0.05,-216,-75,-86,-433,355,459,,,,,,,,,,,,,,,,-2.836887421,18.0626014,138.7907476,,,,,,,,,,,,,,,,11,,,,,,,,,,,0.48,0.13,-0.28,19,-3,104,470,-567,-45.0,82.7,-0.68,106.0,,,,,,,,,,,,,,,,34,,,,,,,,,,,0.06,0.0,-0.03,151,222,-194,-155,758.0,647.0,A
180,181,pedro,1323094969,924339,05/12/2011 14:22,no,46,128.0,28.8,0.72,21,,,,,,,,,,,,,,,,,,,,,,,,,,-0.51,-0.03,-0.46,-44,69,-187,1,567,-400,-172.0,-9.22,147.0,25,,,,,,,,,,,-0.05,-0.06,-0.03,-215,-76,-90,-433,355,455,,,,,,,,,,,,,,,,-6.823943896,16.63620836,139.0740226,,,,,,,,,,,,,,,,10,,,,,,,,,,,0.4,0.11,-0.18,17,-7,101,468,-580,-45.0,82.7,-0.62,106.0,,,,,,,,,,,,,,,,33,,,,,,,,,,,0.06,-0.05,-0.03,144,219,-195,-153,756.0,642.0,A
